Invoice #;Date;Operation Type (purchase / relocation);Product;Quantity;Cost Price;Total;Supplier;Store
907748;01.04.2017; Purchase; Charger Type 1, Samsung;15;57;855;A;10
907749;01.04.2017; Purchase; Tablet Type 7, HP;20;211;4220;C;10
907750;01.04.2017; Purchase; Hard Drive Type 5, HP;15;272;4080;A;10
907751;01.04.2017; Purchase; Phone Type 7, HP;19;68;1292;C;10
907752;01.04.2017; Purchase; Speakers Type 6, Dell;13;149;1937;C;10
907753;01.04.2017; Purchase; Headphones Type 5, Dell;9;123;1107;C;10
907754;01.04.2017; Purchase; Monitor Type 2, HP;11;249;2739;C;10
907755;01.04.2017; Purchase; Laptop Type 3, HP;16;784;12544;C;10
907756;01.04.2017; Purchase; Desktop Type 12, Dell;20;937;18740;A;10
907757;01.04.2017; Purchase; Mouse Type 2, Huawei;5;53;265;A;10
907758;01.04.2017; Purchase; Laptop Type 3, Dell;16;127;2032;C;10
907759;01.04.2017; Purchase; Desktop Type 4, Samsung;11;55;605;C;10
907760;01.04.2017; Purchase; Tablet Type 1, Samsung;13;47;611;C;10
907761;01.04.2017; Purchase; Headphones Type 1, HP;14;24;336;C;10
907762;01.04.2017; Purchase; Phone Type 4, Dell;13;327;4251;A;10
907763;01.04.2017; Purchase; Microphone Type 1, Dell;19;1241;23579;C;10
907764;01.04.2017; Purchase; Microphone Type 2, Samsung;14;68;952;C;10
907765;01.04.2017; Purchase; Hard Drive Type 5, Dell;7;385;2695;C;10
907766;01.04.2017; Purchase; Headphones Type 5, HP;19;249;4731;A;10
907767;01.04.2017; Purchase; Desktop Type 8, HP;10;119;1190;C;10
907768;01.04.2017; Purchase; Headphones Type 5, Dell;20;569;11380;A;10
907769;01.04.2017; Purchase; Tablet Type 1, Dell;12;249;2988;B;10
907770;01.04.2017; Purchase; Memory Type 2, Samsung;18;226;4068;C;10
907771;01.04.2017; Purchase; Laptop Type 6, Dell;15;33;495;C;10
907772;01.04.2017; Purchase; Memory Type 1, Dell;13;510;6630;C;10
907773;01.04.2017; Purchase; Phone Type 8, HP;19;518;9842;C;10
907774;01.04.2017; Purchase; Hard Drive Type 2, Dell;8;120;960;B;10
907775;01.04.2017; Purchase; Laptop Type 1, Huawei;10;191;1910;A;10
907776;01.04.2017; Purchase; Headphones Type 3, HP;18;207;3726;C;10
907777;01.04.2017; Purchase; Laptop Type 6, HP;16;16;256;C;10
907778;01.04.2017; Purchase; Monitor Type 2, Huawei;19;407;7733;B;10
907779;01.04.2017; Purchase; Headphones Type 1, Dell;20;112;2240;C;10
907780;01.04.2017; Purchase; Charger Type 1, Huawei;9;59;531;A;10
907781;01.04.2017; Purchase; Hard Drive Type 7, HP;8;207;1656;B;10
907782;01.04.2017; Purchase; Mouse Type 7, HP;16;52;832;C;10
907783;01.04.2017; Purchase; Hard Drive Type 8, HP;20;119;2380;C;10
907784;01.04.2017; Purchase; Speakers Type 5, Samsung;14;91;1274;C;10
907785;01.04.2017; Purchase; Tablet Type 1, Dell;5;223;1115;A;10
907786;01.04.2017; Purchase; Laptop Type 4, HP;18;101;1818;A;10
907787;01.04.2017; Purchase; Monitor Type 2, Huawei;19;89;1691;C;10
907788;01.04.2017; Purchase; Mouse Type 5, Dell;20;420;8400;C;10
907789;01.04.2017; Purchase; Speakers Type 1, Huawei;10;160;1600;A;10
907790;01.04.2017; Purchase; Keyboard Type 2, Huawei;16;425;6800;C;10
907791;01.04.2017; Purchase; Speakers Type 2, HP;7;224;1568;B;10
907792;01.04.2017; Purchase; Speakers Type 1, Dell;13;971;12623;C;10
907793;01.04.2017; Purchase; Mouse Type 7, Huawei;19;211;4009;C;10
907794;01.04.2017; Purchase; Mouse Type 5, HP;19;475;9025;A;10
907795;01.04.2017; Purchase; Speakers Type 4, Dell;5;650;3250;B;10
907796;01.04.2017; Purchase; Headphones Type 4, HP;5;143;715;A;10
907797;01.04.2017; Purchase; Phone Type 10, Samsung;7;118;826;B;10
907798;01.04.2017; Purchase; Tablet Type 5, HP;15;111;1665;A;10
907799;01.04.2017; Purchase; Hard Drive Type 7, Dell;15;98;1470;A;10
907800;01.04.2017; Purchase; Phone Type 11, HP;18;314;5652;C;10
907801;01.04.2017; Purchase; Laptop Type 1, Huawei;8;486;3888;C;10
907802;01.04.2017; Purchase; Speakers Type 4, HP;7;127;889;C;10
907803;01.04.2017; Purchase; Laptop Type 3, Huawei;15;1009;15135;A;10
907804;01.04.2017; Purchase; Laptop Type 2, Dell;11;11;121;A;10
907805;01.04.2017; Purchase; Hard Drive Type 6, Dell;8;507;4056;C;10
907806;01.04.2017; Purchase; Smart Watch Type 1, HP;10;56;560;C;10
907807;01.04.2017; Purchase; Headphones Type 5, Huawei;7;447;3129;A;10
907808;01.04.2017; Purchase; Monitor Type 4, Dell;10;254;2540;C;10
907809;01.04.2017; Purchase; Tablet Type 6, Huawei;14;140;1960;B;10
907810;01.04.2017; Purchase; Speakers Type 4, Huawei;17;98;1666;A;10
907811;01.04.2017; Purchase; Mouse Type 2, Samsung;15;2237;33555;C;10
907812;01.04.2017; Purchase; Phone Type 1, HP;8;1182;9456;C;10
907813;01.04.2017; Purchase; Mouse Type 6, Huawei;14;16;224;A;10
907814;01.04.2017; Purchase; Hard Drive Type 2, HP;18;2384;42912;B;10
907815;01.04.2017; Purchase; Monitor Type 1, HP;5;63;315;C;10
907816;01.04.2017; Purchase; Desktop Type 2, HP;8;99;792;B;10
907817;01.04.2017; Purchase; Tablet Type 2, Huawei;14;628;8792;A;10
907818;01.04.2017; Purchase; Mouse Type 4, Huawei;13;18;234;A;10
907819;01.04.2017; Purchase; Monitor Type 4, Samsung;15;112;1680;C;10
907820;01.04.2017; Purchase; Phone Type 11, Huawei;20;142;2840;C;10
907821;01.04.2017; Purchase; Mouse Type 2, Huawei;8;41;328;C;10
907822;01.04.2017; Purchase; Headphones Type 3, HP;9;231;2079;A;10
907823;01.04.2017; Purchase; Headphones Type 5, HP;20;164;3280;C;10
907824;01.04.2017; Purchase; Headphones Type 3, HP;13;1667;21671;C;10
907825;01.04.2017; Purchase; Phone Type 7, Huawei;12;158;1896;B;10
907826;01.04.2017; Purchase; Tablet Type 5, Huawei;17;110;1870;B;10
907827;01.04.2017; Purchase; Speakers Type 4, Huawei;18;92;1656;C;10
907828;01.04.2017; Purchase; Laptop Type 3, HP;16;548;8768;C;10
907829;01.04.2017; Purchase; Phone Type 3, HP;20;58;1160;C;10
907830;01.04.2017; Purchase; Phone Type 4, Dell;7;65;455;A;10
907831;01.04.2017; Purchase; Smart Watch Type 1, Huawei;8;353;2824;C;10
907832;01.04.2017; Purchase; Tablet Type 2, Samsung;9;35;315;C;10
907833;01.04.2017; Purchase; Phone Type 10, Dell;7;518;3626;C;10
907834;01.04.2017; Purchase; Laptop Type 4, Samsung;12;523;6276;C;10
907835;01.04.2017; Purchase; Tablet Type 1, Dell;17;444;7548;B;10
907836;01.04.2017; Purchase; Mouse Type 6, HP;17;66;1122;C;10
907837;01.04.2017; Purchase; Phone Type 7, Samsung;19;91;1729;C;10
907838;01.04.2017; Purchase; Memory Type 3, Samsung;13;475;6175;C;10
907839;01.04.2017; Purchase; Smart Watch Type 1, Huawei;6;41;246;C;10
907840;01.04.2017; Purchase; Desktop Type 11, Samsung;5;457;2285;C;10
907841;01.04.2017; Purchase; Hard Drive Type 4, Huawei;7;457;3199;C;10
907842;01.04.2017; Purchase; Phone Type 6, HP;20;548;10960;C;10
907843;01.04.2017; Purchase; Desktop Type 4, Dell;9;971;8739;C;10
907844;01.04.2017; Purchase; Desktop Type 10, HP;19;398;7562;C;10
907845;01.04.2017; Purchase; Desktop Type 1, Dell;14;149;2086;B;10
907846;01.04.2017; Purchase; Mouse Type 3, Dell;9;106;954;B;10
907847;01.04.2017; Purchase; Phone Type 12, HP;13;364;4732;C;10
907848;01.04.2017; Purchase; Desktop Type 4, Huawei;18;162;2916;C;10
907849;01.04.2017; Purchase; Keyboard Type 4, Huawei;8;19;152;B;10
907850;01.04.2017; Purchase; Headphones Type 6, Huawei;7;23;161;C;10
907851;01.04.2017; Purchase; Microphone Type 1, HP;17;56;952;B;10
907852;01.04.2017; Purchase; Keyboard Type 1, Huawei;18;23;414;C;10
907853;01.04.2017; Purchase; Laptop Type 4, Samsung;18;446;8028;C;10
907854;01.04.2017; Purchase; Speakers Type 2, Samsung;15;102;1530;A;10
907855;01.04.2017; Purchase; Tablet Type 7, Huawei;15;507;7605;C;10
907856;01.04.2017; Purchase; Desktop Type 3, Huawei;12;51;612;C;10
907857;01.04.2017; Purchase; Desktop Type 6, Dell;6;123;738;C;10
907858;01.04.2017; Purchase; Desktop Type 11, Samsung;20;19;380;C;10
907859;01.04.2017; Purchase; Monitor Type 2, HP;7;71;497;B;10
907860;01.04.2017; Purchase; Desktop Type 12, Dell;20;125;2500;C;10
907861;01.04.2017; Purchase; Memory Type 4, HP;14;115;1610;C;10
907862;01.04.2017; Purchase; Desktop Type 7, Samsung;14;18;252;C;10
907863;01.04.2017; Purchase; Monitor Type 1, Huawei;8;420;3360;C;10
907864;01.04.2017; Purchase; Hard Drive Type 3, Dell;9;44;396;A;10
907865;01.04.2017; Purchase; Headphones Type 5, Huawei;16;18;288;C;10
907866;01.04.2017; Purchase; Desktop Type 1, Dell;8;33;264;C;10
907867;01.04.2017; Purchase; Desktop Type 8, HP;10;43;430;C;10
907868;01.04.2017; Purchase; Memory Type 1, Samsung;14;41;574;B;10
907869;01.04.2017; Purchase; Hard Drive Type 8, HP;8;709;5672;C;10
907870;01.04.2017; Purchase; Monitor Type 2, Samsung;20;140;2800;C;10
907871;01.04.2017; Purchase; Speakers Type 4, Samsung;15;115;1725;C;10
907872;01.04.2017; Purchase; Hard Drive Type 5, Dell;8;108;864;B;10
907873;01.04.2017; Purchase; Phone Type 6, Huawei;20;67;1340;C;10
907874;01.04.2017; Purchase; Tablet Type 7, Huawei;15;58;870;C;10
907875;01.04.2017; Purchase; Memory Type 1, Huawei;10;19;190;C;10
907876;01.04.2017; Purchase; Monitor Type 3, Dell;10;123;1230;C;10
907877;01.04.2017; Purchase; Headphones Type 6, Huawei;19;125;2375;C;10
907878;01.04.2017; Purchase; Phone Type 3, HP;20;141;2820;B;10
907879;01.04.2017; Purchase; Speakers Type 1, Samsung;8;427;3416;C;10
907880;01.04.2017; Purchase; Laptop Type 3, Samsung;9;102;918;B;10
907881;01.04.2017; Purchase; Microphone Type 2, Dell;6;1585;9510;C;10
907882;01.04.2017; Purchase; Mouse Type 6, Dell;14;66;924;C;10
907883;01.04.2017; Purchase; Phone Type 9, HP;11;67;737;C;10
907884;01.04.2017; Purchase; Mouse Type 7, Dell;10;59;590;A;10
907885;01.04.2017; Purchase; Speakers Type 5, HP;8;35;280;A;10
907886;01.04.2017; Purchase; Desktop Type 11, HP;16;475;7600;C;10
907887;01.04.2017; Purchase; Desktop Type 4, Dell;11;57;627;C;10
907888;01.04.2017; Purchase; Speakers Type 4, HP;15;104;1560;C;10
907889;01.04.2017; Purchase; Speakers Type 2, Samsung;11;112;1232;C;10
907890;01.04.2017; Purchase; Memory Type 2, HP;16;194;3104;C;10
907891;01.04.2017; Purchase; Laptop Type 1, Dell;8;11;88;C;10
907892;01.04.2017; Purchase; Headphones Type 5, HP;11;519;5709;C;10
907893;01.04.2017; Purchase; Memory Type 2, Huawei;16;62;992;A;10
907894;01.04.2017; Purchase; Mouse Type 3, Dell;16;499;7984;C;10
907895;01.04.2017; Purchase; Memory Type 3, Samsung;6;223;1338;B;10
907896;01.04.2017; Purchase; Speakers Type 1, Huawei;19;191;3629;C;10
907897;01.04.2017; Purchase; Microphone Type 3, Samsung;8;231;1848;C;10
907898;01.04.2017; Purchase; Memory Type 1, Huawei;17;274;4658;C;10
907899;01.04.2017; Purchase; Tablet Type 7, Samsung;11;72;792;C;10
907900;01.04.2017; Purchase; Memory Type 2, Huawei;15;724;10860;C;10
907901;01.04.2017; Purchase; Desktop Type 4, Samsung;5;612;3060;B;10
907902;01.04.2017; Purchase; Laptop Type 3, Dell;7;249;1743;C;10
907903;01.04.2017; Purchase; Tablet Type 5, Huawei;11;415;4565;B;10
907904;01.04.2017; Purchase; Memory Type 3, Huawei;5;66;330;C;10
907905;01.04.2017; Purchase; Desktop Type 8, Huawei;12;784;9408;C;10
907906;01.04.2017; Purchase; Hard Drive Type 7, Dell;9;66;594;C;10
907907;01.04.2017; Purchase; Hard Drive Type 3, Huawei;18;115;2070;B;10
907908;01.04.2017; Purchase; Hard Drive Type 5, HP;7;65;455;C;10
907909;01.04.2017; Purchase; Tablet Type 6, Dell;5;56;280;C;10
907910;01.04.2017; Purchase; Phone Type 5, Dell;15;158;2370;C;10
907911;01.04.2017; Purchase; Speakers Type 2, Huawei;10;41;410;C;10
907912;01.04.2017; Purchase; Smart Watch Type 2, Huawei;8;58;464;C;10
907913;01.04.2017; Purchase; Speakers Type 7, Samsung;15;102;1530;B;10
907914;01.04.2017; Purchase; Laptop Type 6, Dell;19;211;4009;C;10
907915;01.04.2017; Purchase; Mouse Type 6, Huawei;19;106;2014;C;10
907916;01.04.2017; Purchase; Desktop Type 5, HP;20;130;2600;C;10
907917;01.04.2017; Purchase; Monitor Type 1, Samsung;13;398;5174;C;10
907918;01.04.2017; Purchase; Hard Drive Type 7, Dell;6;9;54;C;10
907919;01.04.2017; Purchase; Hard Drive Type 3, Huawei;7;10;70;A;10
907920;01.04.2017; Purchase; Mouse Type 5, Huawei;7;130;910;C;10
907921;01.04.2017; Purchase; Keyboard Type 3, Samsung;7;407;2849;A;10
907922;01.04.2017; Purchase; Laptop Type 5, Huawei;9;1585;14265;C;10
907923;01.04.2017; Purchase; Hard Drive Type 4, Huawei;7;68;476;B;10
907924;01.04.2017; Purchase; Laptop Type 5, Huawei;12;883;10596;C;10
907925;01.04.2017; Purchase; Phone Type 6, Huawei;13;44;572;C;10
907926;01.04.2017; Purchase; Hard Drive Type 3, Samsung;5;17;85;B;10
907927;01.04.2017; Purchase; Phone Type 3, Huawei;17;115;1955;C;10
907928;01.04.2017; Purchase; Hard Drive Type 3, HP;10;101;1010;C;10
907929;01.04.2017; Purchase; Laptop Type 5, Huawei;20;703;14060;C;10
907930;01.04.2017; Purchase; Laptop Type 1, Dell;19;187;3553;C;10
907931;01.04.2017; Purchase; Speakers Type 4, Samsung;15;2404;36060;C;10
907932;01.04.2017; Purchase; Smart Watch Type 2, Dell;17;481;8177;A;10
907933;01.04.2017; Purchase; Microphone Type 2, HP;7;562;3934;A;10
907934;01.04.2017; Purchase; Speakers Type 5, Huawei;18;160;2880;A;10
907935;01.04.2017; Purchase; Hard Drive Type 6, Huawei;7;41;287;B;10
907936;01.04.2017; Purchase; Speakers Type 3, Dell;10;268;2680;B;10
907937;01.04.2017; Purchase; Headphones Type 1, HP;20;50;1000;C;10
907938;01.04.2017; Purchase; Memory Type 4, Dell;16;290;4640;C;10
907939;01.04.2017; Purchase; Laptop Type 1, Dell;15;58;870;C;10
907940;01.04.2017; Purchase; Headphones Type 5, Huawei;13;1336;17368;C;10
907941;01.04.2017; Purchase; Speakers Type 5, Huawei;17;569;9673;A;10
907942;01.04.2017; Purchase; Keyboard Type 2, Dell;15;111;1665;C;10
907943;01.04.2017; Purchase; Laptop Type 2, Huawei;6;51;306;C;10
907944;01.04.2017; Purchase; Laptop Type 3, Huawei;7;22;154;C;10
907945;01.04.2017; Purchase; Tablet Type 1, Samsung;14;1582;22148;C;10
907946;01.04.2017; Purchase; Laptop Type 2, HP;18;420;7560;B;10
907947;01.04.2017; Purchase; Desktop Type 2, Samsung;19;41;779;A;10
907948;01.04.2017; Purchase; Headphones Type 5, HP;10;117;1170;C;10
907949;01.04.2017; Purchase; Headphones Type 5, Huawei;20;101;2020;A;10
907950;01.04.2017; Purchase; Desktop Type 9, Samsung;15;59;885;A;10
907951;01.04.2017; Purchase; Hard Drive Type 8, Dell;16;327;5232;C;10
907952;01.04.2017; Purchase; Hard Drive Type 6, Huawei;15;123;1845;C;10
907953;01.04.2017; Purchase; Phone Type 1, Dell;20;261;5220;C;10
907954;01.04.2017; Purchase; Hard Drive Type 7, Huawei;7;119;833;C;10
907955;01.04.2017; Purchase; Microphone Type 1, Huawei;19;106;2014;C;10
907956;01.04.2017; Purchase; Keyboard Type 2, Huawei;20;55;1100;C;10
907957;01.04.2017; Purchase; Tablet Type 3, Dell;10;53;530;A;10
907958;01.04.2017; Purchase; Hard Drive Type 2, Huawei;12;348;4176;C;10
907959;01.04.2017; Purchase; Headphones Type 1, Dell;17;118;2006;A;10
907960;01.04.2017; Purchase; Desktop Type 3, Huawei;8;382;3056;C;10
907961;01.04.2017; Purchase; Monitor Type 4, HP;15;59;885;A;10
907962;01.04.2017; Purchase; Phone Type 4, Dell;20;40;800;C;10
907963;01.04.2017; Purchase; Hard Drive Type 4, HP;11;268;2948;C;10
907964;01.04.2017; Purchase; Desktop Type 8, Huawei;15;122;1830;C;10
907965;01.04.2017; Purchase; Microphone Type 2, HP;19;280;5320;A;10
907966;01.04.2017; Purchase; Hard Drive Type 4, Samsung;12;1182;14184;C;10
907967;01.04.2017; Purchase; Phone Type 4, Dell;20;1336;26720;C;10
907968;01.04.2017; Purchase; Monitor Type 3, Dell;6;272;1632;C;10
907969;01.04.2017; Purchase; Phone Type 2, Samsung;12;83;996;C;10
907970;01.04.2017; Purchase; Tablet Type 5, Huawei;5;20;100;C;10
907971;01.04.2017; Purchase; Laptop Type 6, HP;12;117;1404;A;10
907972;01.04.2017; Purchase; Tablet Type 7, Huawei;13;66;858;C;10
907973;01.04.2017; Purchase; Tablet Type 1, HP;10;130;1300;C;10
907974;01.04.2017; Purchase; Laptop Type 5, Dell;16;41;656;C;10
907975;01.04.2017; Purchase; Laptop Type 1, Huawei;12;103;1236;C;10
907976;01.04.2017; Purchase; Speakers Type 1, Huawei;20;104;2080;C;10
907977;01.04.2017; Purchase; Mouse Type 4, Dell;18;108;1944;C;10
907978;01.04.2017; Purchase; Hard Drive Type 5, HP;16;22;352;C;10
907979;01.04.2017; Purchase; Phone Type 8, HP;5;2237;11185;C;10
907980;01.04.2017; Purchase; Hard Drive Type 1, HP;18;209;3762;C;10
907981;01.04.2017; Purchase; Hard Drive Type 2, Huawei;10;94;940;B;10
907982;01.04.2017; Purchase; Laptop Type 3, Dell;14;18;252;C;10
907983;01.04.2017; Purchase; Phone Type 10, Huawei;19;125;2375;C;10
907984;01.04.2017; Purchase; Headphones Type 6, Huawei;16;96;1536;C;10
907985;01.04.2017; Purchase; Hard Drive Type 8, Huawei;12;20;240;C;10
907986;01.04.2017; Purchase; Speakers Type 3, Samsung;5;35;175;A;10
907987;01.04.2017; Purchase; Desktop Type 5, Dell;17;94;1598;C;10
907988;01.04.2017; Purchase; Desktop Type 11, Huawei;7;606;4242;B;10
907989;01.04.2017; Purchase; Hard Drive Type 5, Huawei;18;20;360;C;10
907990;01.04.2017; Purchase; Mouse Type 5, Samsung;16;173;2768;C;10
907991;01.04.2017; Purchase; Hard Drive Type 4, Huawei;8;115;920;C;10
907992;01.04.2017; Purchase; Keyboard Type 3, Huawei;17;112;1904;B;10
907993;01.04.2017; Purchase; Desktop Type 5, Samsung;9;66;594;C;10
907994;01.04.2017; Purchase; Laptop Type 4, Huawei;5;481;2405;B;10
907995;01.04.2017; Purchase; Keyboard Type 4, Huawei;6;504;3024;C;10
907996;01.04.2017; Purchase; Tablet Type 2, Dell;19;33;627;C;10
907997;01.04.2017; Purchase; Monitor Type 4, Dell;16;106;1696;B;10
907998;01.04.2017; Purchase; Smart Watch Type 1, HP;7;444;3108;C;10
907999;01.04.2017; Purchase; Laptop Type 3, Huawei;19;92;1748;B;10
908000;01.04.2017; Purchase; Speakers Type 1, Samsung;20;742;14840;A;10
908001;01.04.2017; Purchase; Headphones Type 4, Samsung;5;48;240;C;10
908002;01.04.2017; Purchase; Microphone Type 1, Dell;15;110;1650;C;10
908003;01.04.2017; Purchase; Phone Type 2, Huawei;20;154;3080;B;10
908004;01.04.2017; Purchase; Laptop Type 1, Huawei;19;53;1007;A;10
908005;01.04.2017; Purchase; Desktop Type 10, HP;16;95;1520;C;10
908006;01.04.2017; Purchase; Mouse Type 2, Huawei;18;319;5742;C;10
908007;01.04.2017; Purchase; Desktop Type 9, Dell;20;427;8540;C;10
908008;01.04.2017; Purchase; Laptop Type 5, Huawei;5;75;375;A;10
908009;01.04.2017; Purchase; Laptop Type 1, Huawei;7;111;777;C;10
908010;01.04.2017; Purchase; Headphones Type 4, Dell;5;475;2375;A;10
908011;01.04.2017; Purchase; Phone Type 12, Dell;17;66;1122;A;10
908012;01.04.2017; Purchase; Headphones Type 4, HP;19;72;1368;C;10
908013;01.04.2017; Purchase; Keyboard Type 1, HP;17;33;561;B;10
908014;01.04.2017; Purchase; Keyboard Type 2, Huawei;18;58;1044;A;10
908015;01.04.2017; Purchase; Tablet Type 5, HP;8;93;744;C;10
908016;01.04.2017; Purchase; Tablet Type 1, Huawei;8;174;1392;C;10
908017;01.04.2017; Purchase; Charger Type 2, Huawei;10;66;660;B;10
908018;01.04.2017; Purchase; Tablet Type 4, HP;8;703;5624;C;10
908019;01.04.2017; Purchase; Desktop Type 3, Huawei;13;246;3198;C;10
908020;01.04.2017; Purchase; Headphones Type 4, Huawei;13;130;1690;C;10
908021;01.04.2017; Purchase; Memory Type 2, Dell;5;46;230;C;10
908022;01.04.2017; Purchase; Memory Type 3, Dell;11;268;2948;C;10
908023;01.04.2017; Purchase; Desktop Type 6, Huawei;15;523;7845;C;10
908024;01.04.2017; Purchase; Monitor Type 3, Dell;5;149;745;A;10
908025;01.04.2017; Purchase; Speakers Type 2, Samsung;10;149;1490;C;10
908026;01.04.2017; Purchase; Keyboard Type 2, Dell;10;98;980;C;10
908027;01.04.2017; Purchase; Desktop Type 8, HP;5;41;205;C;10
908028;01.04.2017; Purchase; Charger Type 2, Samsung;19;201;3819;C;10
908029;01.04.2017; Purchase; Desktop Type 5, Samsung;12;39;468;C;10
908030;01.04.2017; Purchase; Phone Type 1, HP;16;10;160;A;10
908031;01.04.2017; Purchase; Phone Type 4, HP;12;153;1836;C;10
908032;01.04.2017; Purchase; Phone Type 9, Samsung;7;301;2107;C;10
908033;01.04.2017; Purchase; Keyboard Type 4, Samsung;16;221;3536;C;10
908034;01.04.2017; Purchase; Headphones Type 4, Huawei;16;1585;25360;B;10
908035;01.04.2017; Purchase; Monitor Type 4, Samsung;12;103;1236;C;10
908036;01.04.2017; Purchase; Microphone Type 1, Samsung;10;279;2790;C;10
908037;01.04.2017; Purchase; Memory Type 3, Huawei;20;104;2080;C;10
908038;01.04.2017; Purchase; Headphones Type 5, Huawei;11;9;99;A;10
908039;01.04.2017; Purchase; Microphone Type 2, Samsung;15;194;2910;A;10
908040;01.04.2017; Purchase; Tablet Type 5, HP;5;209;1045;C;10
908041;01.04.2017; Purchase; Memory Type 3, Huawei;15;475;7125;A;10
908042;01.04.2017; Purchase; Laptop Type 6, Dell;8;445;3560;C;10
908043;01.04.2017; Purchase; Phone Type 4, Dell;8;71;568;C;10
908044;01.04.2017; Purchase; Laptop Type 5, Dell;14;1009;14126;C;10
908045;01.04.2017; Purchase; Desktop Type 2, Samsung;19;66;1254;A;10
908046;01.04.2017; Purchase; Laptop Type 5, Dell;19;412;7828;A;10
908047;01.04.2017; Purchase; Laptop Type 6, Samsung;16;268;4288;C;10
908048;01.04.2017; Purchase; Desktop Type 10, Dell;8;91;728;C;10
908049;01.04.2017; Purchase; Phone Type 5, Dell;5;66;330;C;10
908050;01.04.2017; Purchase; Monitor Type 3, Dell;13;118;1534;A;10
908051;01.04.2017; Purchase; Monitor Type 2, Huawei;12;117;1404;A;10
908052;01.04.2017; Purchase; Mouse Type 4, Huawei;6;481;2886;C;10
908053;01.04.2017; Purchase; Desktop Type 1, Dell;13;9;117;C;10
908054;01.04.2017; Purchase; Mouse Type 1, Samsung;12;130;1560;B;10
908055;01.04.2017; Purchase; Speakers Type 4, HP;8;37;296;A;10
908056;01.04.2017; Purchase; Speakers Type 1, Samsung;6;1205;7230;C;10
908057;01.04.2017; Purchase; Speakers Type 6, Dell;12;261;3132;C;10
908058;01.04.2017; Purchase; Headphones Type 3, Dell;9;731;6579;C;10
908059;01.04.2017; Purchase; Laptop Type 3, Huawei;7;108;756;A;10
908060;01.04.2017; Purchase; Monitor Type 1, HP;16;140;2240;C;10
908061;01.04.2017; Purchase; Laptop Type 3, Samsung;11;425;4675;A;10
908062;01.04.2017; Purchase; Laptop Type 5, HP;20;292;5840;B;10
908063;01.04.2017; Purchase; Mouse Type 6, Dell;19;57;1083;C;10
908064;01.04.2017; Purchase; Desktop Type 10, Huawei;12;246;2952;C;10
908065;01.04.2017; Purchase; Speakers Type 1, Samsung;5;256;1280;C;10
908066;01.04.2017; Purchase; Tablet Type 7, Huawei;15;703;10545;A;10
908067;01.04.2017; Purchase; Laptop Type 5, Samsung;18;106;1908;C;10
908068;01.04.2017; Purchase; Memory Type 2, HP;12;145;1740;C;10
908069;01.04.2017; Purchase; Headphones Type 6, Samsung;14;85;1190;B;10
908070;01.04.2017; Purchase; Hard Drive Type 2, Samsung;18;99;1782;C;10
908071;01.04.2017; Purchase; Speakers Type 4, Samsung;6;102;612;C;10
908072;01.04.2017; Purchase; Speakers Type 1, Huawei;7;364;2548;B;10
908073;01.04.2017; Purchase; Keyboard Type 2, Dell;15;1503;22545;C;10
908074;01.04.2017; Purchase; Monitor Type 3, Huawei;20;66;1320;C;10
908075;01.04.2017; Purchase; Headphones Type 2, Samsung;7;56;392;C;10
908076;01.04.2017; Purchase; Phone Type 10, HP;6;57;342;B;10
908077;01.04.2017; Purchase; Phone Type 3, Dell;20;731;14620;C;10
908078;01.04.2017; Purchase; Laptop Type 3, Samsung;17;364;6188;C;10
908079;01.04.2017; Purchase; Hard Drive Type 3, Samsung;12;255;3060;C;10
908080;01.04.2017; Purchase; Desktop Type 12, Dell;6;98;588;C;10
908081;01.04.2017; Purchase; Speakers Type 7, Samsung;9;481;4329;C;10
908082;01.04.2017; Purchase; Smart Watch Type 3, HP;9;231;2079;C;10
908083;01.04.2017; Purchase; Mouse Type 1, Samsung;11;114;1254;C;10
908084;01.04.2017; Purchase; Laptop Type 1, Samsung;18;457;8226;B;10
908085;01.04.2017; Purchase; Phone Type 12, HP;18;249;4482;A;10
908086;01.04.2017; Purchase; Mouse Type 3, Huawei;14;2404;33656;B;10
908087;01.04.2017; Purchase; Laptop Type 6, Dell;16;160;2560;B;10
908088;01.04.2017; Purchase; Phone Type 11, Huawei;9;78;702;C;10
908089;01.04.2017; Purchase; Desktop Type 10, Dell;9;173;1557;C;10
908090;01.04.2017; Purchase; Headphones Type 2, Huawei;17;104;1768;A;10
908091;01.04.2017; Purchase; Phone Type 10, Huawei;9;1182;10638;C;10
908092;01.04.2017; Purchase; Phone Type 7, HP;17;420;7140;C;10
908093;01.04.2017; Purchase; Speakers Type 2, HP;12;314;3768;C;10
908094;01.04.2017; Purchase; Desktop Type 11, Huawei;18;1970;35460;A;10
908095;01.04.2017; Purchase; Headphones Type 4, Huawei;20;366;7320;A;10
908096;01.04.2017; Purchase; Keyboard Type 4, Huawei;12;91;1092;C;10
908097;01.04.2017; Purchase; Desktop Type 4, Huawei;12;937;11244;A;10
908098;01.04.2017; Purchase; Speakers Type 6, HP;7;42;294;C;10
908099;01.04.2017; Purchase; Desktop Type 3, Samsung;11;457;5027;C;10
908100;01.04.2017; Purchase; Mouse Type 2, Dell;15;108;1620;C;10
908101;01.04.2017; Purchase; Headphones Type 3, HP;17;350;5950;C;10
908102;01.04.2017; Purchase; Headphones Type 4, Samsung;14;650;9100;C;10
908103;01.04.2017; Purchase; Microphone Type 2, HP;6;41;246;C;10
