Invoice #;Date;Operation Type (purchase / relocation);Product;Quantity;Cost Price;Total;Supplier;Store
911586;01.02.2017; Purchase; Phone Type 9, HP;19;785;14915;A;11
911587;01.02.2017; Purchase; Mouse Type 4, Huawei;11;89;979;C;11
911588;01.02.2017; Purchase; Headphones Type 1, Samsung;7;32;224;C;11
911589;01.02.2017; Purchase; Headphones Type 2, Huawei;17;440;7480;A;11
911590;01.02.2017; Purchase; Headphones Type 5, Samsung;12;650;7800;C;11
911591;01.02.2017; Purchase; Monitor Type 1, Huawei;10;142;1420;C;11
911592;01.02.2017; Purchase; Phone Type 7, Huawei;25;144;3600;C;11
911593;01.02.2017; Purchase; Phone Type 10, HP;21;68;1428;C;11
911594;01.02.2017; Purchase; Desktop Type 6, Huawei;11;174;1914;C;11
911595;01.02.2017; Purchase; Laptop Type 6, Dell;13;174;2262;C;11
911596;01.02.2017; Purchase; Tablet Type 1, Huawei;21;30;630;A;11
911597;01.02.2017; Purchase; Headphones Type 1, HP;6;169;1014;A;11
911598;01.02.2017; Purchase; Phone Type 7, HP;21;46;966;B;11
911599;01.02.2017; Purchase; Headphones Type 3, Huawei;12;142;1704;C;11
911600;01.02.2017; Purchase; Memory Type 3, Samsung;22;419;9218;C;11
911601;01.02.2017; Purchase; Mouse Type 2, Samsung;18;732;13176;C;11
911602;01.02.2017; Purchase; Speakers Type 5, Dell;5;402;2010;B;11
911603;01.02.2017; Purchase; Phone Type 9, Huawei;10;80;800;C;11
911604;01.02.2017; Purchase; Headphones Type 5, Samsung;11;32;352;C;11
911605;01.02.2017; Purchase; Monitor Type 4, HP;19;777;14763;C;11
911606;01.02.2017; Purchase; Laptop Type 4, HP;16;535;8560;C;11
911607;01.02.2017; Purchase; Tablet Type 4, Huawei;23;184;4232;C;11
911608;01.02.2017; Purchase; Tablet Type 5, Huawei;19;30;570;C;11
911609;01.02.2017; Purchase; Laptop Type 4, HP;18;510;9180;C;11
911610;01.02.2017; Purchase; Phone Type 9, Huawei;8;28;224;C;11
911611;01.02.2017; Purchase; Memory Type 4, Huawei;14;117;1638;A;11
911612;01.02.2017; Purchase; Monitor Type 1, Huawei;14;453;6342;C;11
911613;01.02.2017; Purchase; Headphones Type 2, Huawei;17;25;425;C;11
911614;01.02.2017; Purchase; Hard Drive Type 8, Huawei;21;105;2205;C;11
911615;01.02.2017; Purchase; Memory Type 3, HP;10;87;870;C;11
911616;01.02.2017; Purchase; Memory Type 2, Huawei;5;800;4000;C;11
911617;01.02.2017; Purchase; Keyboard Type 4, HP;7;170;1190;C;11
911618;01.02.2017; Purchase; Desktop Type 4, HP;7;523;3661;C;11
911619;01.02.2017; Purchase; Desktop Type 8, Samsung;7;18;126;C;11
911620;01.02.2017; Purchase; Mouse Type 3, Samsung;24;320;7680;C;11
911621;01.02.2017; Purchase; Laptop Type 5, Samsung;11;138;1518;C;11
911622;01.02.2017; Purchase; Smart Watch Type 3, Huawei;16;170;2720;B;11
911623;01.02.2017; Purchase; Hard Drive Type 2, Samsung;24;1199;28776;C;11
911624;01.02.2017; Purchase; Headphones Type 4, Dell;12;751;9012;C;11
911625;01.02.2017; Purchase; Hard Drive Type 6, Huawei;13;14;182;C;11
911626;01.02.2017; Purchase; Smart Watch Type 1, Samsung;5;138;690;A;11
911627;01.02.2017; Purchase; Smart Watch Type 3, HP;18;64;1152;C;11
911628;01.02.2017; Purchase; Phone Type 8, Huawei;10;129;1290;B;11
911629;01.02.2017; Purchase; Desktop Type 4, HP;23;36;828;C;11
911630;01.02.2017; Purchase; Tablet Type 7, Samsung;10;496;4960;C;11
911631;01.02.2017; Purchase; Speakers Type 1, Samsung;6;686;4116;C;11
911632;01.02.2017; Purchase; Tablet Type 5, Dell;20;30;600;C;11
911633;01.02.2017; Purchase; Tablet Type 3, Samsung;11;733;8063;C;11
911634;01.02.2017; Purchase; Desktop Type 6, HP;15;71;1065;C;11
911635;01.02.2017; Purchase; Mouse Type 2, Samsung;12;183;2196;A;11
911636;01.02.2017; Purchase; Speakers Type 1, Dell;15;512;7680;C;11
911637;01.02.2017; Purchase; Mouse Type 7, Dell;8;46;368;B;11
911638;01.02.2017; Purchase; Phone Type 7, HP;25;169;4225;C;11
911639;01.02.2017; Purchase; Microphone Type 1, Samsung;19;192;3648;C;11
911640;01.02.2017; Purchase; Speakers Type 5, Dell;24;156;3744;A;11
911641;01.02.2017; Purchase; Hard Drive Type 5, Samsung;16;51;816;C;11
911642;01.02.2017; Purchase; Smart Watch Type 1, Dell;7;35;245;A;11
911643;01.02.2017; Purchase; Charger Type 1, Samsung;20;68;1360;B;11
911644;01.02.2017; Purchase; Laptop Type 2, Dell;19;514;9766;C;11
911645;01.02.2017; Purchase; Mouse Type 6, Dell;9;591;5319;C;11
911646;01.02.2017; Purchase; Tablet Type 1, Samsung;19;81;1539;B;11
911647;01.02.2017; Purchase; Laptop Type 6, Samsung;13;12;156;C;11
911648;01.02.2017; Purchase; Speakers Type 3, HP;16;137;2192;C;11
911649;01.02.2017; Purchase; Monitor Type 3, HP;14;27;378;C;11
911650;01.02.2017; Purchase; Hard Drive Type 6, Huawei;15;58;870;C;11
911651;01.03.2017; Purchase; Hard Drive Type 5, Huawei;7;198;1386;B;11
911652;01.03.2017; Purchase; Desktop Type 10, Dell;20;150;3000;B;11
911653;01.03.2017; Purchase; Headphones Type 3, Dell;9;586;5274;C;11
911654;01.03.2017; Purchase; Desktop Type 6, Dell;20;144;2880;B;11
911655;01.03.2017; Purchase; Smart Watch Type 1, Dell;24;46;1104;B;11
911656;01.03.2017; Purchase; Monitor Type 3, Dell;13;732;9516;B;11
911657;01.03.2017; Purchase; Monitor Type 1, Samsung;12;76;912;C;11
911658;01.03.2017; Purchase; Desktop Type 9, Samsung;14;203;2842;C;11
911659;01.03.2017; Purchase; Monitor Type 2, Dell;25;75;1875;C;11
911660;01.03.2017; Purchase; Keyboard Type 4, Huawei;24;142;3408;C;11
911661;01.03.2017; Purchase; Monitor Type 3, HP;18;70;1260;A;11
911662;01.03.2017; Purchase; Laptop Type 5, Dell;14;41;574;C;11
911663;01.03.2017; Purchase; Memory Type 4, HP;20;76;1520;C;11
911664;01.03.2017; Purchase; Phone Type 8, HP;19;152;2888;A;11
911665;01.03.2017; Purchase; Mouse Type 7, Huawei;18;63;1134;C;11
911666;01.03.2017; Purchase; Memory Type 2, HP;18;785;14130;C;11
911667;01.03.2017; Purchase; Headphones Type 5, Dell;23;99;2277;C;11
911668;01.03.2017; Purchase; Tablet Type 5, Dell;5;166;830;C;11
911669;01.03.2017; Purchase; Speakers Type 7, Samsung;21;183;3843;C;11
911670;01.03.2017; Purchase; Phone Type 12, HP;23;12;276;C;11
911671;01.03.2017; Purchase; Headphones Type 4, HP;6;164;984;C;11
911672;01.03.2017; Purchase; Desktop Type 8, Dell;24;402;9648;C;11
911673;01.03.2017; Purchase; Memory Type 2, HP;5;452;2260;C;11
911674;01.03.2017; Purchase; Desktop Type 9, Huawei;19;87;1653;C;11
911675;01.03.2017; Purchase; Desktop Type 4, Dell;5;480;2400;B;11
911676;01.03.2017; Purchase; Tablet Type 6, Dell;23;704;16192;C;11
911677;01.03.2017; Purchase; Phone Type 8, Samsung;18;87;1566;C;11
911678;01.03.2017; Purchase; Tablet Type 5, HP;23;146;3358;A;11
911679;01.03.2017; Purchase; Phone Type 3, Dell;9;73;657;C;11
911680;01.03.2017; Purchase; Phone Type 7, HP;8;125;1000;C;11
911681;01.03.2017; Purchase; Phone Type 1, Huawei;25;77;1925;C;11
911682;01.03.2017; Purchase; Desktop Type 2, Samsung;7;55;385;C;11
911683;01.03.2017; Purchase; Laptop Type 5, HP;7;161;1127;B;11
911684;01.03.2017; Purchase; Memory Type 2, HP;17;92;1564;C;11
911685;01.03.2017; Purchase; Desktop Type 2, Huawei;16;540;8640;C;11
911686;01.03.2017; Purchase; Desktop Type 7, HP;19;158;3002;C;11
911687;01.03.2017; Purchase; Desktop Type 1, Huawei;17;142;2414;C;11
911688;01.03.2017; Purchase; Desktop Type 1, HP;22;67;1474;C;11
911689;01.03.2017; Purchase; Charger Type 1, Dell;22;284;6248;C;11
911690;01.03.2017; Purchase; Smart Watch Type 1, HP;24;148;3552;A;11
911691;01.03.2017; Purchase; Tablet Type 3, Huawei;6;996;5976;B;11
911692;01.03.2017; Purchase; Memory Type 4, HP;9;96;864;C;11
911693;01.03.2017; Purchase; Memory Type 1, Huawei;12;12;144;C;11
911694;01.03.2017; Purchase; Microphone Type 3, Dell;5;50;250;A;11
911695;01.03.2017; Purchase; Monitor Type 4, HP;8;836;6688;C;11
911696;01.03.2017; Purchase; Mouse Type 4, Samsung;17;163;2771;C;11
911697;01.03.2017; Purchase; Hard Drive Type 2, Dell;6;480;2880;C;11
911698;01.03.2017; Purchase; Keyboard Type 4, Dell;23;76;1748;C;11
911699;01.03.2017; Purchase; Tablet Type 1, Dell;17;73;1241;A;11
911700;01.03.2017; Purchase; Desktop Type 12, Samsung;9;751;6759;B;11
911701;01.03.2017; Purchase; Memory Type 4, Samsung;9;162;1458;B;11
911702;01.03.2017; Purchase; Mouse Type 2, Huawei;16;33;528;A;11
911703;01.03.2017; Purchase; Laptop Type 2, Samsung;7;60;420;B;11
911704;01.03.2017; Purchase; Hard Drive Type 8, Dell;9;88;792;B;11
911705;01.03.2017; Purchase; Speakers Type 3, Huawei;6;580;3480;C;11
911706;01.03.2017; Purchase; Monitor Type 2, Samsung;11;65;715;C;11
911707;01.03.2017; Purchase; Laptop Type 1, HP;13;1017;13221;C;11
911708;01.03.2017; Purchase; Desktop Type 2, Huawei;7;419;2933;C;11
911709;01.03.2017; Purchase; Mouse Type 4, HP;7;76;532;B;11
911710;01.03.2017; Purchase; Smart Watch Type 1, Dell;10;440;4400;C;11
911711;01.03.2017; Purchase; Phone Type 3, HP;18;237;4266;B;11
911712;01.03.2017; Purchase; Speakers Type 5, HP;8;732;5856;B;11
911713;01.03.2017; Purchase; Desktop Type 10, Huawei;25;64;1600;B;11
911714;01.03.2017; Purchase; Smart Watch Type 3, Dell;6;41;246;C;11
911715;01.03.2017; Purchase; Tablet Type 3, Samsung;21;465;9765;C;11
911716;01.03.2017; Purchase; Speakers Type 1, HP;10;167;1670;C;11
911717;01.03.2017; Purchase; Desktop Type 6, Huawei;21;45;945;C;11
911718;01.03.2017; Purchase; Hard Drive Type 7, Samsung;7;44;308;B;11
911719;01.03.2017; Purchase; Keyboard Type 3, Samsung;11;52;572;C;11
911720;01.03.2017; Purchase; Desktop Type 3, Huawei;11;131;1441;C;11
911721;01.03.2017; Purchase; Desktop Type 6, Dell;15;76;1140;C;11
911722;01.03.2017; Purchase; Keyboard Type 4, Huawei;8;702;5616;B;11
911723;01.03.2017; Purchase; Tablet Type 3, Huawei;14;73;1022;C;11
911724;01.03.2017; Purchase; Laptop Type 1, HP;14;179;2506;C;11
911725;01.03.2017; Purchase; Charger Type 2, Samsung;15;208;3120;C;11
911726;01.03.2017; Purchase; Monitor Type 1, Huawei;20;498;9960;C;11
911727;01.03.2017; Purchase; Desktop Type 9, Huawei;16;41;656;C;11
911728;01.03.2017; Purchase; Tablet Type 1, Samsung;6;529;3174;B;11
911729;01.03.2017; Purchase; Laptop Type 4, Dell;24;76;1824;C;11
911730;01.03.2017; Purchase; Desktop Type 6, Dell;13;64;832;C;11
911731;01.03.2017; Purchase; Desktop Type 7, Samsung;14;387;5418;A;11
911732;01.03.2017; Purchase; Memory Type 1, Samsung;6;195;1170;C;11
911733;01.03.2017; Purchase; Tablet Type 4, HP;16;92;1472;B;11
911734;01.03.2017; Purchase; Speakers Type 3, Huawei;6;61;366;C;11
911735;01.03.2017; Purchase; Hard Drive Type 5, HP;22;63;1386;C;11
911736;01.03.2017; Purchase; Desktop Type 9, Dell;14;179;2506;C;11
911737;01.03.2017; Purchase; Tablet Type 5, HP;14;153;2142;C;11
911738;01.03.2017; Purchase; Hard Drive Type 3, Huawei;15;453;6795;B;11
911739;01.03.2017; Purchase; Microphone Type 3, Dell;5;57;285;B;11
911740;01.03.2017; Purchase; Phone Type 9, Samsung;13;149;1937;C;11
911741;01.03.2017; Purchase; Desktop Type 1, Dell;5;100;500;C;11
911742;01.03.2017; Purchase; Monitor Type 1, Dell;12;67;804;C;11
911743;01.03.2017; Purchase; Microphone Type 3, Dell;21;535;11235;B;11
911744;01.03.2017; Purchase; Smart Watch Type 3, Huawei;7;17;119;C;11
911745;01.03.2017; Purchase; Monitor Type 4, HP;10;50;500;A;11
911746;01.03.2017; Purchase; Tablet Type 3, Samsung;8;141;1128;B;11
911747;01.03.2017; Purchase; Tablet Type 2, Huawei;7;75;525;C;11
911748;01.03.2017; Purchase; Keyboard Type 3, Huawei;7;99;693;C;11
911749;01.03.2017; Purchase; Tablet Type 6, HP;7;1077;7539;C;11
911750;01.03.2017; Purchase; Speakers Type 7, Huawei;6;87;522;C;11
911751;01.03.2017; Purchase; Mouse Type 1, Huawei;21;135;2835;C;11
911752;01.03.2017; Purchase; Memory Type 4, Huawei;17;460;7820;A;11
911753;01.03.2017; Purchase; Tablet Type 4, Huawei;19;125;2375;C;11
911754;01.03.2017; Purchase; Hard Drive Type 1, HP;15;1153;17295;C;11
911755;01.03.2017; Purchase; Headphones Type 1, Samsung;22;488;10736;C;11
911756;01.03.2017; Purchase; Speakers Type 7, Huawei;8;195;1560;A;11
911757;01.03.2017; Purchase; Mouse Type 6, Dell;12;77;924;C;11
911758;01.03.2017; Purchase; Speakers Type 4, Dell;11;27;297;C;11
911759;01.03.2017; Purchase; Desktop Type 9, Huawei;11;96;1056;C;11
911760;01.03.2017; Purchase; Laptop Type 6, Huawei;13;98;1274;A;11
911761;01.03.2017; Purchase; Headphones Type 6, Samsung;25;48;1200;A;11
911762;01.03.2017; Purchase; Desktop Type 5, Dell;12;733;8796;C;11
911763;01.03.2017; Purchase; Smart Watch Type 3, Huawei;6;189;1134;C;11
911764;01.03.2017; Purchase; Hard Drive Type 4, Samsung;23;144;3312;C;11
911765;01.03.2017; Purchase; Desktop Type 2, Dell;12;142;1704;C;11
911766;01.03.2017; Purchase; Mouse Type 1, Samsung;8;533;4264;C;11
911767;01.03.2017; Purchase; Hard Drive Type 8, Samsung;5;91;455;C;11
911768;01.03.2017; Purchase; Laptop Type 4, Samsung;6;103;618;B;11
911769;01.03.2017; Purchase; Hard Drive Type 4, Huawei;8;43;344;C;11
911770;01.03.2017; Purchase; Phone Type 10, HP;7;519;3633;C;11
911771;01.03.2017; Purchase; Desktop Type 3, Huawei;15;480;7200;B;11
911772;01.03.2017; Purchase; Hard Drive Type 4, Huawei;19;46;874;C;11
911773;01.03.2017; Purchase; Mouse Type 1, Huawei;25;144;3600;C;11
911774;01.03.2017; Purchase; Mouse Type 5, Huawei;9;996;8964;C;11
911775;01.03.2017; Purchase; Desktop Type 3, HP;11;63;693;C;11
911776;01.03.2017; Purchase; Phone Type 5, Samsung;6;36;216;B;11
911777;01.03.2017; Purchase; Headphones Type 5, Dell;6;174;1044;B;11
911778;01.03.2017; Purchase; Hard Drive Type 8, Huawei;17;681;11577;C;11
911779;01.03.2017; Purchase; Memory Type 3, Huawei;17;387;6579;A;11
911780;01.03.2017; Purchase; Phone Type 9, Huawei;19;98;1862;A;11
911781;01.03.2017; Purchase; Memory Type 4, Huawei;25;67;1675;C;11
911782;01.03.2017; Purchase; Desktop Type 11, Samsung;15;175;2625;C;11
911783;01.03.2017; Purchase; Desktop Type 2, Dell;10;137;1370;C;11
911784;01.03.2017; Purchase; Mouse Type 4, Samsung;13;162;2106;A;11
911785;01.03.2017; Purchase; Memory Type 4, HP;5;73;365;C;11
911786;01.03.2017; Purchase; Memory Type 3, HP;8;711;5688;C;11
911787;01.03.2017; Purchase; Monitor Type 1, Dell;17;12;204;C;11
911788;01.03.2017; Purchase; Laptop Type 3, HP;6;73;438;C;11
911789;01.03.2017; Purchase; Desktop Type 2, Samsung;13;131;1703;C;11
911790;01.03.2017; Purchase; Memory Type 3, Dell;14;320;4480;A;11
911791;01.03.2017; Purchase; Headphones Type 3, Samsung;6;73;438;A;11
911792;01.03.2017; Purchase; Keyboard Type 2, HP;24;162;3888;B;11
911793;01.03.2017; Purchase; Hard Drive Type 3, Huawei;13;198;2574;B;11
911794;01.03.2017; Purchase; Mouse Type 6, HP;23;48;1104;C;11
911795;01.03.2017; Purchase; Hard Drive Type 1, HP;9;693;6237;C;11
911796;01.03.2017; Purchase; Smart Watch Type 2, Dell;19;41;779;C;11
911797;01.03.2017; Purchase; Tablet Type 1, HP;19;63;1197;A;11
911798;01.03.2017; Purchase; Microphone Type 2, Samsung;18;164;2952;C;11
911799;01.03.2017; Purchase; Laptop Type 6, Huawei;17;235;3995;A;11
911800;01.03.2017; Purchase; Smart Watch Type 3, Dell;9;170;1530;C;11
911801;01.03.2017; Purchase; Microphone Type 1, Huawei;20;547;10940;C;11
911802;01.03.2017; Purchase; Headphones Type 2, Huawei;25;132;3300;C;11
911803;01.03.2017; Purchase; Mouse Type 3, Huawei;13;462;6006;C;11
911804;01.03.2017; Purchase; Hard Drive Type 8, Dell;15;747;11205;C;11
911805;01.03.2017; Purchase; Phone Type 9, HP;15;162;2430;C;11
911806;01.03.2017; Purchase; Hard Drive Type 5, Huawei;21;82;1722;C;11
911807;01.03.2017; Purchase; Headphones Type 6, HP;15;640;9600;C;11
911808;01.03.2017; Purchase; Desktop Type 8, HP;7;533;3731;C;11
911809;01.03.2017; Purchase; Desktop Type 7, Huawei;21;516;10836;B;11
911810;01.03.2017; Purchase; Microphone Type 2, Huawei;19;136;2584;C;11
911811;01.03.2017; Purchase; Laptop Type 4, Dell;9;65;585;C;11
911812;01.03.2017; Purchase; Headphones Type 1, Dell;16;63;1008;C;11
911813;01.03.2017; Purchase; Desktop Type 1, Dell;22;105;2310;C;11
911814;01.03.2017; Purchase; Desktop Type 5, Huawei;15;524;7860;C;11
911815;01.03.2017; Purchase; Mouse Type 6, Dell;9;129;1161;C;11
911816;01.03.2017; Purchase; Monitor Type 2, Dell;21;90;1890;C;11
911817;01.03.2017; Purchase; Smart Watch Type 1, HP;8;166;1328;B;11
911818;01.03.2017; Purchase; Desktop Type 5, Huawei;8;54;432;C;11
911819;01.03.2017; Purchase; Keyboard Type 3, Samsung;8;93;744;C;11
911820;01.03.2017; Purchase; Headphones Type 1, Samsung;21;154;3234;C;11
911821;01.03.2017; Purchase; Mouse Type 6, Dell;6;120;720;C;11
911822;01.03.2017; Purchase; Laptop Type 2, Huawei;23;28;644;B;11
911823;01.03.2017; Purchase; Speakers Type 4, Dell;18;184;3312;A;11
911824;01.03.2017; Purchase; Phone Type 1, Dell;5;104;520;A;11
911825;01.03.2017; Purchase; Phone Type 10, HP;14;41;574;B;11
911826;01.03.2017; Purchase; Headphones Type 5, Huawei;9;87;783;C;11
911827;01.03.2017; Purchase; Phone Type 7, Dell;5;93;465;A;11
911828;01.03.2017; Purchase; Monitor Type 1, Huawei;25;875;21875;C;11
911829;01.03.2017; Purchase; Laptop Type 2, Huawei;18;183;3294;B;11
911830;01.03.2017; Purchase; Memory Type 3, Huawei;22;61;1342;C;11
911831;01.03.2017; Purchase; Laptop Type 1, Huawei;9;135;1215;C;11
911832;01.03.2017; Purchase; Phone Type 10, Samsung;21;1062;22302;C;11
911833;01.03.2017; Purchase; Keyboard Type 1, HP;13;64;832;C;11
911834;01.03.2017; Purchase; Speakers Type 3, HP;12;140;1680;A;11
911835;01.03.2017; Purchase; Laptop Type 5, HP;19;150;2850;C;11
911836;01.03.2017; Purchase; Tablet Type 5, Samsung;18;18;324;C;11
911837;01.03.2017; Purchase; Tablet Type 2, HP;12;105;1260;C;11
911838;01.03.2017; Purchase; Smart Watch Type 3, Huawei;14;970;13580;C;11
911839;01.03.2017; Purchase; Charger Type 2, HP;12;63;756;C;11
911840;01.03.2017; Purchase; Phone Type 11, HP;21;32;672;A;11
911841;01.03.2017; Purchase; Headphones Type 3, Dell;23;517;11891;C;11
911842;01.03.2017; Purchase; Speakers Type 7, HP;25;149;3725;C;11
911843;01.03.2017; Purchase; Hard Drive Type 4, HP;18;56;1008;B;11
911844;01.03.2017; Purchase; Tablet Type 7, Huawei;6;27;162;B;11
911845;01.03.2017; Purchase; Hard Drive Type 4, Dell;17;235;3995;C;11
911846;01.03.2017; Purchase; Speakers Type 4, Dell;21;517;10857;C;11
911847;01.03.2017; Purchase; Smart Watch Type 3, HP;9;473;4257;A;11
911848;01.03.2017; Purchase; Monitor Type 2, Samsung;20;745;14900;B;11
911849;01.03.2017; Purchase; Phone Type 1, Huawei;17;35;595;C;11
911850;01.03.2017; Purchase; Headphones Type 1, HP;24;133;3192;C;11
911851;01.03.2017; Purchase; Tablet Type 2, Dell;22;149;3278;C;11
911852;01.03.2017; Purchase; Laptop Type 3, Samsung;21;571;11991;C;11
911853;01.03.2017; Purchase; Laptop Type 4, Dell;21;516;10836;C;11
911854;01.03.2017; Purchase; Tablet Type 5, Dell;23;732;16836;A;11
911855;01.03.2017; Purchase; Keyboard Type 2, Samsung;19;57;1083;A;11
911856;01.03.2017; Purchase; Headphones Type 1, Huawei;9;440;3960;C;11
911857;01.03.2017; Purchase; Desktop Type 1, Huawei;6;94;564;C;11
911858;01.03.2017; Purchase; Charger Type 2, HP;23;129;2967;C;11
911859;01.03.2017; Purchase; Headphones Type 4, HP;14;45;630;C;11
911860;01.03.2017; Purchase; Laptop Type 1, Huawei;20;54;1080;C;11
911861;01.03.2017; Purchase; Speakers Type 7, HP;20;419;8380;C;11
911862;01.03.2017; Purchase; Phone Type 3, Dell;8;50;400;B;11
911863;01.03.2017; Purchase; Keyboard Type 4, Dell;15;140;2100;C;11
911864;01.03.2017; Purchase; Phone Type 7, HP;12;140;1680;A;11
911865;01.03.2017; Purchase; Microphone Type 1, HP;23;94;2162;C;11
911866;01.03.2017; Purchase; Phone Type 6, HP;22;54;1188;C;11
911867;01.03.2017; Purchase; Memory Type 3, Samsung;24;146;3504;C;11
911868;01.03.2017; Purchase; Phone Type 6, HP;15;559;8385;C;11
911869;01.03.2017; Purchase; Phone Type 9, HP;15;149;2235;B;11
911870;01.03.2017; Purchase; Microphone Type 1, HP;23;63;1449;B;11
911871;01.03.2017; Purchase; Phone Type 12, Huawei;12;144;1728;C;11
911872;01.03.2017; Purchase; Speakers Type 7, Dell;13;777;10101;A;11
911873;01.03.2017; Purchase; Desktop Type 10, Huawei;19;179;3401;C;11
911874;01.03.2017; Purchase; Mouse Type 3, Dell;18;747;13446;C;11
911875;01.03.2017; Purchase; Mouse Type 4, HP;11;591;6501;A;11
911876;01.03.2017; Purchase; Phone Type 8, Huawei;17;182;3094;C;11
911877;01.03.2017; Purchase; Mouse Type 5, Samsung;5;144;720;C;11
911878;01.03.2017; Purchase; Desktop Type 1, HP;16;125;2000;C;11
911879;01.03.2017; Purchase; Keyboard Type 2, Samsung;12;814;9768;B;11
911880;01.03.2017; Purchase; Speakers Type 4, Huawei;10;517;5170;C;11
911881;01.03.2017; Purchase; Desktop Type 11, HP;8;795;6360;A;11
911882;01.03.2017; Purchase; Tablet Type 6, Huawei;22;65;1430;C;11
911883;01.03.2017; Purchase; Tablet Type 6, Samsung;15;64;960;A;11
911884;01.03.2017; Purchase; Hard Drive Type 8, Dell;6;14;84;C;11
911885;01.03.2017; Purchase; Headphones Type 5, Dell;23;996;22908;C;11
911886;01.03.2017; Purchase; Speakers Type 2, Dell;13;543;7059;C;11
911887;01.03.2017; Purchase; Charger Type 1, Dell;21;203;4263;A;11
911888;01.03.2017; Purchase; Phone Type 10, HP;22;785;17270;A;11
911889;01.03.2017; Purchase; Desktop Type 2, Samsung;8;93;744;C;11
911890;01.03.2017; Purchase; Hard Drive Type 1, Dell;25;17;425;A;11
911891;01.03.2017; Purchase; Desktop Type 6, Huawei;8;535;4280;C;11
911892;01.03.2017; Purchase; Monitor Type 4, HP;6;89;534;A;11
911893;01.03.2017; Purchase; Monitor Type 1, Dell;18;53;954;B;11
911894;01.03.2017; Purchase; Headphones Type 6, Samsung;12;351;4212;C;11
911895;01.03.2017; Purchase; Headphones Type 4, Dell;23;591;13593;C;11
911896;01.03.2017; Purchase; Headphones Type 4, Huawei;16;51;816;C;11
911897;01.03.2017; Purchase; Hard Drive Type 6, Samsung;6;32;192;C;11
911898;01.03.2017; Purchase; Desktop Type 6, Samsung;16;91;1456;C;11
911899;01.03.2017; Purchase; Mouse Type 1, HP;24;73;1752;B;11
911900;01.03.2017; Purchase; Smart Watch Type 2, Samsung;6;473;2838;B;11
911901;01.03.2017; Purchase; Keyboard Type 2, Dell;7;173;1211;C;11
911902;01.03.2017; Purchase; Phone Type 7, Huawei;21;320;6720;A;11
911903;01.03.2017; Purchase; Desktop Type 6, Samsung;20;70;1400;C;11
911904;01.03.2017; Purchase; Mouse Type 1, Samsung;5;246;1230;C;11
911905;01.03.2017; Purchase; Hard Drive Type 3, Huawei;21;877;18417;A;11
911906;01.03.2017; Purchase; Laptop Type 6, Huawei;12;130;1560;C;11
911907;01.03.2017; Purchase; Desktop Type 9, HP;19;95;1805;B;11
911908;01.03.2017; Purchase; Desktop Type 10, HP;16;155;2480;C;11
911909;01.03.2017; Purchase; Memory Type 4, Samsung;16;173;2768;C;11
911910;01.03.2017; Purchase; Smart Watch Type 3, Samsung;14;30;420;C;11
911911;01.03.2017; Purchase; Smart Watch Type 3, Samsung;10;73;730;C;11
911912;01.03.2017; Purchase; Monitor Type 4, HP;9;100;900;C;11
911913;01.03.2017; Purchase; Desktop Type 12, HP;10;171;1710;C;11
911914;01.03.2017; Purchase; Monitor Type 4, Dell;7;87;609;A;11
911915;01.03.2017; Purchase; Phone Type 11, Samsung;19;55;1045;A;11
911916;01.03.2017; Purchase; Phone Type 12, Huawei;11;533;5863;B;11
911917;01.03.2017; Purchase; Microphone Type 1, Dell;18;152;2736;C;11
911918;01.03.2017; Purchase; Hard Drive Type 4, Dell;20;76;1520;C;11
911919;01.03.2017; Purchase; Microphone Type 1, HP;8;148;1184;A;11
911920;01.03.2017; Purchase; Smart Watch Type 2, Huawei;24;135;3240;B;11
911921;01.03.2017; Purchase; Speakers Type 1, Dell;11;27;297;B;11
911922;01.03.2017; Purchase; Microphone Type 3, HP;16;56;896;C;11
911923;01.03.2017; Purchase; Desktop Type 1, HP;14;49;686;C;11
911924;01.03.2017; Purchase; Phone Type 2, Huawei;8;31;248;C;11
911925;01.03.2017; Purchase; Monitor Type 4, Dell;7;53;371;B;11
911926;01.03.2017; Purchase; Phone Type 5, Samsung;10;480;4800;C;11
911927;01.03.2017; Purchase; Mouse Type 4, Samsung;10;1062;10620;B;11
911928;01.03.2017; Purchase; Monitor Type 1, Huawei;22;189;4158;C;11
911929;01.03.2017; Purchase; Phone Type 9, Huawei;23;17;391;B;11
911930;01.03.2017; Purchase; Phone Type 3, Dell;9;129;1161;A;11
911931;01.03.2017; Purchase; Desktop Type 3, Samsung;25;141;3525;A;11
911932;01.03.2017; Purchase; Speakers Type 2, Huawei;10;184;1840;C;11
911933;01.03.2017; Purchase; Phone Type 5, Dell;14;281;3934;C;11
911934;01.03.2017; Purchase; Desktop Type 10, Samsung;16;57;912;B;11
911935;01.03.2017; Purchase; Desktop Type 5, Dell;6;18;108;C;11
911936;01.03.2017; Purchase; Mouse Type 5, Samsung;8;169;1352;C;11
911937;01.03.2017; Purchase; Mouse Type 6, Samsung;23;24;552;C;11
911938;01.03.2017; Purchase; Desktop Type 10, Samsung;9;681;6129;C;11
911939;01.03.2017; Purchase; Phone Type 3, Huawei;12;94;1128;C;11
911940;01.03.2017; Purchase; Desktop Type 12, HP;19;86;1634;C;11
911941;01.03.2017; Purchase; Hard Drive Type 5, Samsung;23;138;3174;C;11
911942;01.03.2017; Purchase; Phone Type 11, Dell;25;67;1675;B;11
